Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;4.525746e-006;1.482878e+002;145.007967;0.640472;67.062595;11.732043
1;150;5.682474e-006;1.984196e+002;195.086168;0.658337;84.835672;14.003899
2;200;6.769022e-006;2.530128e+002;248.454768;0.533473;99.874970;11.612277
3;250;7.823555e-006;3.053270e+002;301.162167;0.652273;117.935500;11.642600
4;300;8.871402e-006;3.627500e+002;360.365787;0.781592;141.933982;13.742395
5;350;9.933990e-006;4.206115e+002;416.042277;0.638987;160.977350;15.448488
6;400;1.090700e-005;4.819536e+002;477.547398;0.722090;170.961076;9.848104
7;450;1.190523e-005;5.408755e+002;534.826263;0.533419;190.840438;10.411999
8;500;1.301582e-005;5.997482e+002;593.015950;0.631134;209.069964;10.420251
9;550;1.402483e-005;6.600955e+002;653.685100;0.586749;226.560484;10.963865
10;600;1.506468e-005;7.278394e+002;718.549636;0.707633;250.289585;12.018079
11;650;1.607525e-005;8.007429e+002;790.153108;0.787941;275.054108;13.306611
12;700;1.714224e-005;8.764097e+002;864.703292;0.726755;297.440584;10.742914
13;750;1.820446e-005;9.500239e+002;935.384000;0.757157;324.430118;8.395307
14;800;1.921782e-005;1.022623e+003;1006.295013;0.837105;347.571338;12.392875
15;850;2.032820e-005;1.104787e+003;1089.065007;0.853935;372.849635;14.423434
16;900;2.124208e-005;1.195745e+003;1179.276406;0.823605;394.776689;13.799626
