Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.221450e-006;1.137334e+002;114.102251;0.698797;15.778238;7.155355
1;150;2.781765e-006;1.564452e+002;156.352350;0.763198;55.167099;8.428957
2;200;3.317807e-006;2.011533e+002;201.203269;0.865669;71.015144;7.689320
3;250;3.889240e-006;2.475359e+002;248.352336;0.745164;82.633686;7.117312
4;300;4.509603e-006;2.949431e+002;295.033590;0.681746;95.943060;8.142357
5;350;5.160726e-006;3.476577e+002;347.699328;0.556435;109.086547;7.644958
6;400;5.824619e-006;4.011849e+002;401.710631;0.738265;123.775749;7.567248
7;450;6.582973e-006;4.569762e+002;456.620763;0.748590;138.442733;8.678370
8;500;7.391625e-006;5.197861e+002;519.722597;0.760018;152.871839;7.573820
9;550;8.245680e-006;5.914539e+002;591.162134;0.876413;173.448504;6.880907
10;600;9.174350e-006;6.705266e+002;670.606717;0.885910;194.014659;7.832982
11;650;1.021442e-005;7.634329e+002;763.506175;0.756682;219.308810;8.225357
12;700;1.114178e-005;8.654871e+002;865.168161;0.938776;247.691125;7.377796
13;750;1.224711e-005;9.771902e+002;977.316574;0.743936;278.630449;7.005304
14;800;1.336604e-005;1.086045e+003;1085.516743;0.961547;310.385485;7.895859
15;850;1.430069e-005;1.164297e+003;1164.443992;0.774086;332.788368;6.940607
16;900;1.520223e-005;1.223215e+003;1223.872875;0.874687;347.846292;7.291392
