Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;6.039298e-006;1.320533e+002;118.304340;0.653418;78.728348;11.777675
1;150;7.658120e-006;1.804336e+002;166.477089;0.708929;96.669381;14.478208
2;200;9.105672e-006;2.227748e+002;207.154366;0.620020;111.717979;11.663228
3;250;1.049741e-005;2.743178e+002;260.282315;0.724927;128.151642;14.694815
4;300;1.190635e-005;3.230653e+002;307.315061;0.760561;143.478120;12.434656
5;350;1.336124e-005;3.766780e+002;362.243546;0.771035;157.137715;14.672832
6;400;1.468887e-005;4.345160e+002;418.459240;0.900907;175.279750;12.006425
7;450;1.613042e-005;4.749842e+002;456.494405;0.709992;192.700550;12.109958
8;500;1.750723e-005;5.546155e+002;541.050180;0.758491;206.671833;11.903472
9;550;1.901767e-005;5.863129e+002;567.283444;0.939653;229.532240;14.082006
10;600;2.036567e-005;6.664990e+002;652.413733;0.726076;242.703077;10.466164
11;650;2.190167e-005;7.074714e+002;687.618825;0.745335;266.005542;14.017748
12;700;2.335498e-005;7.849525e+002;769.366322;0.737725;280.557651;11.597074
13;750;2.481303e-005;8.352720e+002;814.915114;1.105956;306.034413;15.182678
14;800;2.631867e-005;9.154469e+002;896.808497;0.819629;319.352541;12.580646
15;850;2.771177e-005;9.673147e+002;943.926150;1.022654;348.240969;13.649476
16;900;8.555986e-005;1.040823e+003;1019.049232;0.966533;372.046123;13.142194
