Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;4.504603e-006;1.751294e+002;184.752591;0.895079;106.975266;19.451047
1;150;5.689888e-006;2.402659e+002;247.841970;0.860014;132.573720;16.157792
2;200;6.754525e-006;3.090781e+002;317.998229;0.788179;151.838879;24.912757
3;250;7.797357e-006;3.678813e+002;377.584350;0.977992;176.921440;19.364093
4;300;8.811009e-006;4.205353e+002;431.497476;0.922942;194.876803;22.547429
5;350;9.792174e-006;4.890352e+002;497.505028;0.953563;217.392814;19.707219
6;400;1.070302e-005;5.652896e+002;571.710585;0.877721;242.116140;18.936467
7;450;1.165840e-005;6.121528e+002;621.190924;1.028532;260.998157;16.916054
8;500;1.252600e-005;6.627728e+002;674.170974;0.845354;279.383113;16.932693
9;550;1.340900e-005;7.369442e+002;746.209798;0.863354;303.739307;16.101420
10;600;1.445531e-005;7.961179e+002;804.299998;0.856832;323.978810;17.462657
11;650;1.537584e-005;8.624263e+002;869.300193;0.958422;339.272231;14.961579
12;700;1.631374e-005;9.288181e+002;936.276651;0.903637;364.113996;15.462122
13;750;1.724385e-005;9.665053e+002;975.553984;1.065125;382.415935;21.845624
14;800;1.828473e-005;1.037129e+003;1047.368903;0.970142;406.191488;17.383340
15;850;1.942749e-005;1.098020e+003;1109.104519;1.074114;425.772874;16.499962
16;900;2.039843e-005;1.157836e+003;1170.413375;2.216687;447.933673;27.764298
