Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.220251e-006;6.909823e+001;70.701986;0.676993;52.485345;11.602172
1;150;1.547067e-006;9.527349e+001;97.091697;0.676487;59.009548;12.522289
2;200;1.872964e-006;1.184119e+002;118.912183;0.723779;66.477018;11.084315
3;250;2.210087e-006;1.409922e+002;143.251169;0.636941;78.220527;12.535129
4;300;2.576013e-006;1.674478e+002;167.942815;0.658887;91.840195;19.351631
5;350;2.967390e-006;1.955999e+002;195.076465;0.755887;98.400357;11.572243
6;400;3.399471e-006;2.224530e+002;224.675257;0.686734;104.306185;11.186747
7;450;3.900263e-006;2.576212e+002;259.152958;0.665581;116.055007;9.697342
8;500;4.463565e-006;2.945891e+002;295.213890;0.669758;130.827468;9.696256
9;550;5.175530e-006;3.384449e+002;339.964598;0.683622;146.492049;11.253529
10;600;6.053478e-006;3.835416e+002;384.739964;0.762089;166.410250;8.581290
11;650;7.106316e-006;4.344406e+002;436.024845;0.616653;181.784571;10.995812
12;700;8.484079e-006;4.970164e+002;499.353446;0.694860;207.184294;13.689647
13;750;1.023462e-005;5.727007e+002;573.750254;0.621056;234.661151;10.401394
14;800;1.237139e-005;6.581909e+002;657.871033;0.665540;265.677661;9.603687
15;850;1.496617e-005;7.535584e+002;755.459905;0.685868;293.166791;10.748166
16;900;1.792816e-005;8.619337e+002;863.208803;0.744913;332.540338;12.418703
