Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.543861e-006;5.786207e+001;58.177600;0.620117;-112.455358;8.836734
1;150;3.383989e-006;8.122944e+001;80.621991;0.601902;-153.084890;10.069493
2;200;4.283578e-006;1.087516e+002;108.086051;0.585901;-165.399633;9.412174
3;250;5.279969e-006;1.358718e+002;134.795566;0.639031;50.126107;9.099465
4;300;6.398218e-006;1.688769e+002;167.649672;0.717961;70.042885;7.788818
5;350;7.667448e-006;2.031409e+002;202.842491;0.666391;80.308499;9.399028
6;400;9.116775e-006;2.465228e+002;245.143136;0.646601;94.279900;11.719068
7;450;1.080350e-005;2.940481e+002;293.261523;0.660456;105.562622;8.553422
8;500;1.279926e-005;3.466153e+002;344.799448;0.664143;125.623864;9.272961
9;550;1.519387e-005;4.093673e+002;406.871071;0.622112;143.079945;8.147114
10;600;1.791496e-005;4.792835e+002;475.549035;0.602919;166.875633;7.453971
11;650;2.095023e-005;5.581910e+002;552.679507;0.611426;192.336075;9.808958
12;700;2.429508e-005;6.467922e+002;639.887314;0.711848;220.629881;11.032045
13;750;2.826228e-005;7.427044e+002;736.807200;0.664047;247.947181;8.421302
14;800;3.243186e-005;8.561292e+002;846.037795;0.799485;279.716788;7.907150
15;850;3.696759e-005;9.674491e+002;956.256576;0.753485;315.631026;8.971188
16;900;4.137052e-005;1.088158e+003;1075.647141;0.739123;351.990997;8.022569
