Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.022363e-005;1.579310e+002;158.203559;0.688681;81.092578;11.396799
1;150;1.302893e-005;2.112170e+002;211.107956;0.735226;100.409457;13.120987
2;200;1.543842e-005;2.637531e+002;263.835599;0.729341;116.198906;13.701591
3;250;1.773760e-005;3.127411e+002;313.445839;0.738452;131.904214;8.378144
4;300;1.984893e-005;3.562426e+002;357.155525;0.818207;149.464792;12.683280
5;350;2.194301e-005;4.042051e+002;404.162353;0.732704;163.225193;9.855624
6;400;2.396892e-005;4.500675e+002;450.701725;0.717491;180.036027;10.962219
7;450;2.604521e-005;4.994477e+002;499.535750;0.807622;201.630638;14.003213
8;500;2.810279e-005;5.453473e+002;545.559192;0.784409;214.939526;18.553123
9;550;3.015847e-005;5.934154e+002;593.693446;0.673431;226.479650;13.519230
10;600;3.222654e-005;6.409270e+002;640.730210;0.773629;244.695733;13.674693
11;650;3.436238e-005;6.971205e+002;697.060258;0.814512;257.556774;11.421659
12;700;3.658188e-005;7.508414e+002;750.900423;0.754043;274.464022;12.451311
13;750;3.865773e-005;8.044109e+002;804.665419;0.877378;295.833160;14.440427
14;800;4.112135e-005;8.621859e+002;862.089343;0.727537;310.978217;12.343387
15;850;4.340671e-005;9.160770e+002;915.882289;0.777083;326.490289;11.843808
16;900;4.531593e-005;9.662875e+002;965.797866;0.754442;343.742263;12.179075
