Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;6.224167e-006;1.903346e+002;200.053271;0.345533;90.414907;4.182471
1;150;7.859268e-006;2.603064e+002;268.436993;0.365057;115.573522;3.080481
2;200;9.349663e-006;3.249715e+002;333.364314;0.361456;140.754439;3.704752
3;250;1.074054e-005;3.918735e+002;400.237399;0.387103;164.043953;4.159630
4;300;1.207420e-005;4.558912e+002;463.778196;0.347256;189.237508;3.580102
5;350;1.329914e-005;5.125151e+002;520.915771;0.340769;210.674132;3.657755
6;400;1.457760e-005;5.758207e+002;584.054759;0.320982;236.278998;3.711322
7;450;1.584893e-005;6.387369e+002;646.832829;0.381260;259.641268;4.374867
8;500;1.708775e-005;6.955927e+002;704.364938;0.337576;281.128474;3.238147
9;550;1.830782e-005;7.527026e+002;760.487336;0.324011;303.369198;4.398826
10;600;1.958260e-005;8.221461e+002;831.237985;0.401513;324.184872;4.394583
11;650;2.083386e-005;8.806335e+002;889.168413;0.400820;349.554274;4.647731
12;700;2.201546e-005;9.361047e+002;944.604179;0.412796;367.195822;4.709896
13;750;2.333013e-005;1.007040e+003;1016.269582;0.378297;391.282384;4.754594
14;800;2.463527e-005;1.066176e+003;1075.771477;0.508230;410.061254;3.951452
15;850;2.625595e-005;1.128611e+003;1137.859394;0.434494;427.684258;5.507425
16;900;2.800216e-005;1.202184e+003;1211.845036;0.423465;451.818655;4.889256
