Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;5.505804e-006;1.356540e+002;128.999528;0.750947;60.929537;9.271072
1;150;6.993522e-006;1.857276e+002;179.244439;0.723809;82.052403;10.883309
2;200;8.379007e-006;2.330982e+002;226.302933;0.700220;93.853014;11.842330
3;250;9.723867e-006;2.829026e+002;276.056576;0.716302;109.178606;10.201160
4;300;1.101596e-005;3.363751e+002;329.075424;0.724949;128.870201;13.104426
5;350;1.238809e-005;3.843122e+002;377.325781;0.690200;143.088527;11.756806
6;400;1.373767e-005;4.387680e+002;431.460084;0.753995;163.046772;9.649125
7;450;1.514966e-005;4.998194e+002;490.242596;0.697905;181.451990;9.494640
8;500;1.653777e-005;5.583679e+002;548.933678;0.734889;201.092552;11.473067
9;550;1.795420e-005;6.162227e+002;606.482154;0.773157;222.118564;8.917439
10;600;1.941394e-005;6.826326e+002;672.125497;0.772093;238.886618;11.046331
11;650;2.089687e-005;7.487764e+002;738.916353;0.856027;261.829862;12.014059
12;700;2.241012e-005;8.158625e+002;803.829596;0.791695;282.749616;8.856109
13;750;2.383145e-005;8.850017e+002;871.805859;0.753197;305.542350;12.433610
14;800;2.545267e-005;9.528089e+002;940.950962;0.858836;325.558365;10.489460
15;850;2.718595e-005;1.025389e+003;1012.340558;0.943655;349.188056;10.615444
16;900;2.888214e-005;1.105281e+003;1090.311602;0.843626;373.427636;12.454929
