Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;6.918995e-006;2.487300e+002;252.765711;0.458091;66.844473;1.692829
1;150;8.599092e-006;3.384261e+002;343.153456;0.507866;90.657359;1.774521
2;200;1.007192e-005;4.280444e+002;433.318617;0.402554;114.158703;1.699371
3;250;1.128703e-005;5.314384e+002;537.841476;0.504556;140.475282;1.690829
4;300;1.229734e-005;6.498384e+002;656.608248;0.518974;172.321451;1.823942
5;350;1.297192e-005;7.624157e+002;770.276108;0.534759;205.204528;1.642388
6;400;1.373759e-005;8.350356e+002;842.744761;0.576234;227.569445;1.722557
7;450;1.438333e-005;8.988981e+002;907.076947;0.590969;244.868253;1.722729
8;500;1.503066e-005;9.549962e+002;963.493476;0.588324;261.848195;1.761483
9;550;1.572374e-005;9.918837e+002;1000.266353;0.629346;274.305426;1.726176
10;600;1.626805e-005;1.024334e+003;1032.944204;0.595007;283.948604;1.784138
11;650;1.695881e-005;1.062166e+003;1070.962799;0.645297;293.332140;1.720575
12;700;1.773946e-005;1.097762e+003;1106.872843;0.589226;304.262933;1.700880
13;750;1.859396e-005;1.116279e+003;1125.603914;0.638873;311.370697;1.837776
14;800;1.950342e-005;1.144644e+003;1154.269417;0.655253;317.278150;1.803941
15;850;2.060299e-005;1.178224e+003;1187.658243;0.499534;326.495700;2.158986
16;900;2.163137e-005;1.198203e+003;1207.529349;0.594760;334.625000;1.671824
