Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;5.212798e-006;2.500264e+002;255.446397;0.416799;76.302033;1.804177
1;150;6.522086e-006;3.446360e+002;350.912305;0.430397;107.760466;1.638789
2;200;7.711358e-006;4.368487e+002;443.797833;0.434100;138.041554;1.629201
3;250;8.784638e-006;5.278499e+002;534.731797;0.437079;167.494242;1.760247
4;300;9.796164e-006;6.186851e+002;626.251609;0.490645;196.282156;1.575099
5;350;1.078870e-005;7.126438e+002;720.294111;0.551425;224.311640;1.550741
6;400;1.168956e-005;8.138991e+002;821.798768;0.482458;254.954801;1.705439
7;450;1.251907e-005;9.234587e+002;932.316564;0.620316;288.605357;1.781693
8;500;1.328137e-005;1.040087e+003;1049.807399;0.594821;323.575005;1.673843
9;550;1.399557e-005;1.161973e+003;1171.544860;0.667491;360.683997;1.907286
10;600;1.462907e-005;1.285124e+003;1296.199394;0.629239;398.434236;1.769069
11;650;1.520559e-005;1.387798e+003;1397.776060;0.795268;431.153550;1.618976
12;700;1.575011e-005;1.476428e+003;1487.020147;0.844900;459.697442;1.703241
13;750;1.630342e-005;1.545467e+003;1556.217538;0.858667;483.010104;1.873496
14;800;1.687109e-005;1.615714e+003;1627.038030;0.897935;504.510608;1.864673
15;850;1.751733e-005;1.673852e+003;1685.170294;0.868969;523.692616;1.514702
16;900;1.813870e-005;1.727917e+003;1738.882307;1.028035;541.713243;1.673913
