Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.459013e-006;9.284362e+001;92.673345;0.432819;29.005286;1.854466
1;150;1.878138e-006;1.356496e+002;135.418992;0.496674;40.152692;1.747304
2;200;2.303059e-006;1.769786e+002;177.091913;0.532820;52.268986;1.853433
3;250;2.752899e-006;2.215060e+002;221.234842;0.499033;64.578625;1.587717
4;300;3.247551e-006;2.707325e+002;271.097814;0.525873;78.492813;1.732222
5;350;3.780655e-006;3.247861e+002;324.494649;0.563790;93.686027;1.692857
6;400;4.433360e-006;3.871621e+002;387.413606;0.560126;110.354498;1.960684
7;450;5.226208e-006;4.548307e+002;454.616766;0.471229;129.639969;1.629878
8;500;6.215354e-006;5.348229e+002;534.778604;0.591275;151.280337;1.859789
9;550;7.434137e-006;6.284594e+002;628.085220;0.575845;176.613426;1.818404
10;600;8.745606e-006;7.434536e+002;743.361171;0.679843;206.858129;1.805638
11;650;1.051971e-005;8.753355e+002;874.796106;0.570732;240.739885;1.842545
12;700;1.261688e-005;1.039300e+003;1040.095516;0.694414;252.655156;1.730977
13;750;1.507995e-005;1.242713e+003;1242.644102;0.755277;286.368154;1.777734
14;800;1.794076e-005;1.489994e+003;1490.110185;0.829180;395.148324;1.487766
15;850;2.106284e-005;1.760097e+003;1758.953818;1.020019;405.135721;1.686296
16;900;2.449307e-005;2.077315e+003;2077.702579;1.013849;523.398124;2.110815
