Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;9.252259e-006;2.639646e+002;263.939576;0.660313;87.165312;8.644560
1;150;1.132296e-005;3.634265e+002;363.255816;0.614694;113.163047;6.883383
2;200;1.288872e-005;4.721291e+002;472.584556;0.643907;142.184326;7.794438
3;250;1.423806e-005;5.834258e+002;583.317143;0.708304;173.294217;5.106329
4;300;1.523134e-005;6.731947e+002;672.985795;0.596284;197.329898;6.586891
5;350;1.618383e-005;7.351618e+002;735.819733;0.729948;216.272519;5.834369
6;400;1.697887e-005;7.841450e+002;784.228758;0.715147;232.355639;6.959368
7;450;1.773530e-005;8.251041e+002;824.917190;0.712946;244.586736;7.825673
8;500;1.851675e-005;8.602243e+002;860.326266;0.676131;251.472102;5.950557
9;550;1.939707e-005;8.969465e+002;896.690791;0.607891;263.348403;6.347060
10;600;2.036411e-005;9.186343e+002;918.700935;0.629574;271.296397;8.917703
11;650;2.117854e-005;9.538205e+002;953.199748;0.698253;278.839231;6.247132
12;700;2.215509e-005;9.756043e+002;975.701662;0.842926;286.445211;6.917624
13;750;2.327350e-005;9.897963e+002;990.178969;0.751527;290.009979;6.784137
14;800;2.452993e-005;1.021116e+003;1021.543615;0.798637;297.763819;5.499182
15;850;2.601537e-005;1.036116e+003;1036.305384;0.721527;305.058668;5.955425
16;900;2.750591e-005;1.062203e+003;1061.801317;0.742698;311.134296;7.236341
