Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;8.481667e-006;2.602372e+002;265.556570;0.539107;72.801738;1.763972
1;150;1.053694e-005;3.558230e+002;362.128919;0.493263;98.439102;2.065793
2;200;1.226247e-005;4.545399e+002;461.265529;0.493192;124.309381;2.081576
3;250;1.366029e-005;5.683054e+002;576.200419;0.585349;154.685358;1.971350
4;300;1.477771e-005;6.889305e+002;697.222190;0.596504;187.078911;2.123293
5;350;1.563668e-005;7.807813e+002;789.958495;0.637130;214.599473;1.729802
6;400;1.639913e-005;8.443304e+002;852.997046;0.719855;233.850445;2.025637
7;450;1.723414e-005;8.898893e+002;899.024710;0.622281;248.818995;1.822692
8;500;1.811734e-005;9.317937e+002;941.203300;0.592865;260.709630;2.075412
9;550;1.900123e-005;9.763608e+002;986.203662;0.568477;273.297017;1.835510
10;600;1.972609e-005;1.016165e+003;1026.179462;0.635868;284.918479;1.849612
11;650;2.048565e-005;1.046131e+003;1055.816208;0.572251;295.562431;2.023791
12;700;2.144906e-005;1.067027e+003;1077.357843;0.661266;302.259184;1.800431
13;750;2.255410e-005;1.087397e+003;1098.258395;0.572191;306.009650;2.081547
14;800;2.372066e-005;1.125783e+003;1135.789047;0.682975;315.174532;1.999941
15;850;2.500659e-005;1.159353e+003;1170.250222;0.694901;325.715803;1.664338
16;900;2.637061e-005;1.182165e+003;1193.344176;0.694701;335.055382;1.912055
