Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;7.838556e-006;1.158918e+002;105.033182;0.571799;-188.794470;7.059164
1;150;9.932365e-006;1.585294e+002;148.815712;0.575955;51.483820;7.033149
2;200;1.185358e-005;2.043867e+002;192.853869;0.703462;67.747228;7.358271
3;250;1.386526e-005;2.478668e+002;233.306999;0.708016;82.094371;7.357796
4;300;1.585808e-005;2.956119e+002;277.802363;0.673279;94.871837;6.289418
5;350;1.782757e-005;3.387512e+002;321.877547;0.615635;107.177528;6.587663
6;400;1.979924e-005;3.882918e+002;370.866001;0.591543;119.230795;7.657238
7;450;2.189292e-005;4.462266e+002;426.504090;0.599583;135.753221;9.026158
8;500;2.373628e-005;5.015155e+002;484.479919;0.661575;148.023361;7.155216
9;550;2.578714e-005;5.677515e+002;551.506402;0.683453;163.339008;8.161639
10;600;2.792370e-005;6.341551e+002;615.336543;0.607751;179.885917;7.767234
11;650;2.980158e-005;7.140590e+002;692.847339;0.660667;203.977681;7.497904
12;700;3.143393e-005;7.789171e+002;755.750991;0.720143;223.355701;6.572400
13;750;3.338607e-005;8.369790e+002;813.977324;0.724052;236.341012;6.804383
14;800;3.579049e-005;8.852556e+002;860.898680;0.718534;249.663625;6.144161
15;850;3.788737e-005;9.346615e+002;909.503006;0.654985;262.865908;5.813103
16;900;4.015012e-005;9.727161e+002;943.602801;0.844335;276.661187;6.387234
