Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.348746e-006;1.131018e+002;113.249348;0.805666;-103.859266;6.316893
1;150;2.938992e-006;1.537323e+002;153.635421;0.836300;49.277682;9.143853
2;200;3.527276e-006;2.015047e+002;201.014488;0.764441;67.159859;7.243917
3;250;4.132357e-006;2.424100e+002;242.853591;0.899769;83.540167;10.712777
4;300;4.748921e-006;2.931493e+002;292.720542;0.813683;90.697890;8.267056
5;350;5.424959e-006;3.463129e+002;346.468158;0.769732;107.452017;10.470252
6;400;6.185377e-006;3.924294e+002;392.106996;0.771878;117.744937;9.392413
7;450;6.988117e-006;4.556675e+002;455.718041;0.803750;138.001085;8.527474
8;500;7.852533e-006;5.046970e+002;504.729427;0.855754;153.268034;7.479729
9;550;8.797980e-006;5.840430e+002;584.304192;0.854333;172.168428;11.342717
10;600;9.791592e-006;6.549945e+002;653.561699;0.924252;188.645422;8.485217
11;650;1.085155e-005;7.549494e+002;755.435141;0.999969;215.475959;7.939319
12;700;1.197780e-005;8.480236e+002;848.469521;0.860905;239.117294;8.110988
13;750;1.310501e-005;9.735180e+002;974.124921;0.960235;272.244892;8.583049
14;800;1.421311e-005;1.076907e+003;1075.485667;0.909482;301.773407;10.072664
15;850;1.526264e-005;1.179119e+003;1179.099294;0.969536;329.628309;9.861025
16;900;1.634307e-005;1.238346e+003;1238.605392;1.084740;349.614525;11.678095
