Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;6.520223e-006;8.397006e+001;83.933451;0.402816;25.416246;1.478492
1;150;8.380642e-006;1.193488e+002;119.432758;0.488155;35.345887;1.645683
2;200;1.023019e-005;1.562376e+002;156.361550;0.443185;45.403380;1.476071
3;250;1.203376e-005;1.966773e+002;197.007867;0.477790;56.691362;1.497943
4;300;1.405428e-005;2.345930e+002;234.537007;0.458270;67.875867;1.693075
5;350;1.597770e-005;2.785674e+002;278.643980;0.434286;80.082389;1.531758
6;400;1.774531e-005;3.220060e+002;322.171029;0.451169;92.055315;1.728990
7;450;1.970819e-005;3.717616e+002;371.740541;0.474142;107.485515;1.577011
8;500;2.194464e-005;4.180422e+002;417.892722;0.483141;118.498093;1.616603
9;550;2.363924e-005;4.726211e+002;472.657811;0.549102;133.682373;1.783923
10;600;2.559236e-005;5.299723e+002;530.098792;0.470122;148.894986;1.941479
11;650;2.781837e-005;5.876945e+002;587.189342;0.539224;163.335666;1.819033
12;700;3.003755e-005;6.659935e+002;665.443085;0.561119;184.518917;1.743496
13;750;3.193973e-005;7.370848e+002;736.682121;0.526487;203.911317;1.695863
14;800;3.415917e-005;7.908520e+002;789.657367;0.609516;220.107437;1.717595
15;850;3.585434e-005;8.574647e+002;858.346065;0.597188;238.340503;1.675037
16;900;3.842758e-005;9.018747e+002;901.944483;0.656356;249.785438;1.535769
