Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;6.902495e-006;1.562293e+002;157.770138;0.435284;61.454525;1.533817
1;150;8.923084e-006;2.127542e+002;214.327877;0.438435;83.800946;2.278182
2;200;1.070274e-005;2.672361e+002;269.548305;0.433584;106.008709;2.185352
3;250;1.253988e-005;3.173381e+002;319.804951;0.433144;125.467625;1.938884
4;300;1.434362e-005;3.707020e+002;373.669947;0.454260;146.166153;2.164449
5;350;1.590909e-005;4.245611e+002;428.198789;0.436400;167.716137;2.078721
6;400;1.812053e-005;4.720684e+002;476.562005;0.508845;187.042799;2.119910
7;450;1.959565e-005;5.222366e+002;526.313820;0.526748;206.760284;1.664009
8;500;2.117276e-005;5.770966e+002;582.241756;0.467092;227.430416;1.822485
9;550;2.309037e-005;6.308172e+002;635.861165;0.499626;249.215781;1.661745
10;600;2.563580e-005;6.773391e+002;682.753197;0.534214;267.796797;1.721839
11;650;2.734127e-005;7.340549e+002;740.041910;0.489131;287.406418;1.780859
12;700;2.943239e-005;7.785552e+002;784.416533;1.054426;305.084971;2.292514
13;750;3.217761e-005;7.987377e+002;803.968979;0.547054;309.744188;1.975046
14;800;3.478997e-005;8.577200e+002;863.366153;0.513154;328.360233;2.126127
15;850;3.744397e-005;9.066254e+002;912.406020;0.610231;347.670037;2.018340
16;900;4.068985e-005;9.559929e+002;961.220654;1.135178;363.872957;2.853609
