Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;8.498437e-006;2.354809e+002;240.540679;0.513986;65.179417;1.649016
1;150;1.073819e-005;3.242760e+002;330.777801;0.548743;89.746181;1.762707
2;200;1.274820e-005;4.234269e+002;430.524900;0.517366;115.680288;1.567746
3;250;1.445699e-005;5.321693e+002;539.668621;0.536519;146.139764;2.043637
4;300;1.588424e-005;6.421066e+002;650.328965;0.564397;177.906173;2.055184
5;350;1.714439e-005;7.425027e+002;751.143859;0.585575;206.651540;1.819456
6;400;1.814741e-005;8.207927e+002;830.242112;0.600156;229.117515;1.910140
7;450;1.902253e-005;8.813550e+002;890.972860;0.547263;245.850097;1.674476
8;500;2.000740e-005;9.316481e+002;941.155097;0.557537;260.572106;1.939034
9;550;2.097166e-005;9.805459e+002;990.920668;0.671395;274.265926;1.695735
10;600;2.202605e-005;1.024436e+003;1034.454114;0.612086;287.947086;1.821808
11;650;2.298894e-005;1.059541e+003;1070.563913;0.754489;298.953882;2.078508
12;700;2.401576e-005;1.083766e+003;1094.262185;0.650825;307.415263;1.789595
13;750;2.521073e-005;1.108365e+003;1118.916928;0.698912;314.923490;2.088524
14;800;2.644766e-005;1.137831e+003;1149.218110;0.688552;322.296360;1.710590
15;850;2.805582e-005;1.173075e+003;1184.545604;0.751390;331.386846;1.729435
16;900;2.948561e-005;1.201117e+003;1212.268625;0.619611;340.858200;1.799909
