Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;7.615546e-007;1.082098e+002;106.249360;1.257976;75.975523;45.054394
1;150;9.564967e-007;1.447488e+002;145.147196;1.323299;99.457611;48.778330
2;200;1.133472e-006;1.852127e+002;184.187901;1.104387;118.933554;32.543956
3;250;1.308133e-006;2.207687e+002;221.688161;1.233043;121.188867;52.076560
4;300;1.482017e-006;2.539595e+002;254.761045;1.401598;145.606494;41.664028
5;350;1.657658e-006;2.963589e+002;293.756181;1.414886;160.433795;50.557653
6;400;1.847287e-006;3.363491e+002;330.514332;1.403748;174.028370;51.708135
7;450;2.057823e-006;3.716295e+002;368.690396;1.303814;195.531732;48.151381
8;500;2.292220e-006;4.213014e+002;415.675107;1.518603;209.336678;45.299858
9;550;2.578534e-006;4.645077e+002;462.879318;1.703249;221.670824;44.695136
10;600;2.939157e-006;5.042600e+002;503.168248;1.409994;241.589922;40.254618
11;650;3.381446e-006;5.658073e+002;564.801166;1.237939;244.274030;41.293767
12;700;4.014869e-006;6.206306e+002;621.696398;1.007994;255.541084;23.874265
13;750;4.909145e-006;6.827311e+002;679.458442;1.047737;271.605024;23.336402
14;800;6.113830e-006;7.395837e+002;739.627263;1.159577;285.230234;29.344826
15;850;7.651652e-006;8.194744e+002;817.269591;0.978417;311.188988;20.721615
16;900;9.651697e-006;9.071620e+002;906.475875;1.098956;340.414365;17.852315
