Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.987395e-006;1.180517e+002;118.172409;0.426800;39.915873;1.564227
1;150;5.091025e-006;1.630847e+002;163.307523;0.492908;54.698213;1.824213
2;200;5.945521e-006;2.086550e+002;208.600752;0.430957;70.412570;1.576103
3;250;6.968952e-006;2.542610e+002;254.630145;0.451179;86.580245;1.579854
4;300;7.900054e-006;3.022258e+002;302.651606;0.405848;103.095229;1.758579
5;350;8.928557e-006;3.523472e+002;352.640810;0.530156;119.521656;1.567595
6;400;9.835343e-006;4.010446e+002;401.222526;0.540248;136.208183;1.422549
7;450;1.081590e-005;4.555178e+002;455.569693;0.510986;154.339681;1.559192
8;500;1.174460e-005;5.137424e+002;513.957191;0.536184;173.635406;1.609912
9;550;1.288335e-005;5.720325e+002;571.937197;0.534101;193.106834;1.780348
10;600;1.412007e-005;6.371899e+002;636.631772;0.556001;213.648717;1.509077
11;650;1.514401e-005;7.048043e+002;705.005173;0.536241;235.666294;1.625766
12;700;1.615008e-005;7.780682e+002;777.956790;0.528067;259.088550;1.535805
13;750;1.728099e-005;8.514122e+002;851.179995;0.453836;282.406124;1.588359
14;800;1.850239e-005;9.273816e+002;927.320545;0.596707;306.130532;1.549412
15;850;1.946386e-005;1.003807e+003;1003.454084;0.671320;329.877428;1.709956
16;900;2.072538e-005;1.086097e+003;1086.532600;0.635828;354.534753;1.736261
