Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.009573e-005;1.331552e+002;132.849549;0.593901;62.457411;8.973006
1;150;1.292537e-005;1.797286e+002;179.818716;0.638475;81.902809;10.938207
2;200;1.553464e-005;2.230286e+002;223.271824;0.618472;97.195419;9.768846
3;250;1.801717e-005;2.627789e+002;262.672797;0.681412;112.315614;8.863310
4;300;2.038214e-005;3.155507e+002;315.369500;0.558126;128.054373;8.069829
5;350;2.276828e-005;3.605434e+002;360.758278;0.593439;144.350539;9.535985
6;400;2.497590e-005;4.002654e+002;400.413525;0.626905;157.581714;10.128100
7;450;2.737834e-005;4.443516e+002;444.455341;0.715989;172.735816;9.302736
8;500;2.985676e-005;4.888206e+002;488.147141;0.632429;186.057770;9.199928
9;550;3.240071e-005;5.285015e+002;527.723621;0.610972;200.001081;10.122840
10;600;3.504026e-005;5.637647e+002;563.342574;0.752731;215.625942;8.798879
11;650;3.775343e-005;6.108931e+002;610.711898;0.726836;229.596167;9.527470
12;700;4.064896e-005;6.671047e+002;667.738385;0.702372;244.837278;9.162394
13;750;4.340764e-005;7.235610e+002;723.836470;0.746319;262.279641;9.004839
14;800;4.633076e-005;7.821662e+002;782.429733;0.686315;277.913220;10.523536
15;850;5.005244e-005;8.383509e+002;837.846510;0.659471;297.087329;9.430546
16;900;5.364734e-005;8.733647e+002;873.576726;0.724590;311.188308;10.339373
