Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;4.691366e-006;1.700137e+002;185.549122;0.319223;81.110214;3.340252
1;150;5.929959e-006;2.406642e+002;255.703801;0.371964;102.824039;3.537861
2;200;7.023536e-006;3.187553e+002;331.417668;0.395516;124.963230;3.493298
3;250;8.136300e-006;3.876815e+002;402.491797;0.398347;146.421543;4.311628
4;300;9.101586e-006;4.634283e+002;476.345889;0.441586;172.786345;5.388983
5;350;1.011518e-005;5.422531e+002;555.334933;0.434756;196.768054;3.678248
6;400;1.106313e-005;6.185244e+002;631.462795;0.383818;220.892141;3.486488
7;450;1.187142e-005;6.891780e+002;702.469636;0.503850;245.101739;3.789380
8;500;1.266416e-005;7.644886e+002;779.740646;0.420127;269.727586;4.192532
9;550;1.345695e-005;8.680266e+002;881.290205;0.425386;297.566237;3.161398
10;600;1.428729e-005;9.727949e+002;986.351732;0.475204;328.140968;3.082623
11;650;1.502041e-005;1.058117e+003;1080.611623;1.015085;357.869996;3.691643
12;700;1.565623e-005;1.148187e+003;1163.240812;0.744549;386.950185;3.582512
13;750;1.627459e-005;1.236874e+003;1251.057748;0.457977;411.303240;3.691989
14;800;1.690058e-005;1.280822e+003;1299.872439;1.551401;432.566829;4.051270
15;850;1.754390e-005;1.344445e+003;1363.596128;1.294743;454.373869;3.721779
16;900;1.839553e-005;1.409035e+003;1424.363888;0.502766;470.219433;3.980907
