Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.608008e-006;1.504367e+002;152.365384;0.340748;67.895610;3.065379
1;150;4.484298e-006;2.048964e+002;206.718377;0.357796;86.099584;3.132117
2;200;5.296701e-006;2.591656e+002;260.878162;0.347467;105.987257;3.606753
3;250;6.086150e-006;3.122811e+002;314.221429;0.361887;127.962078;3.171210
4;300;6.823589e-006;3.573507e+002;360.930374;0.463477;148.566186;3.433095
5;350;7.569769e-006;4.051150e+002;411.166771;0.420510;167.546052;3.876283
6;400;8.316385e-006;4.567976e+002;462.264081;0.367287;188.936866;3.620968
7;450;9.026632e-006;5.151500e+002;521.354701;0.419741;208.644745;3.321252
8;500;9.838856e-006;5.693889e+002;574.458713;0.420000;230.389042;4.117850
9;550;1.058675e-005;6.330701e+002;636.946073;0.419636;252.612512;3.504995
10;600;1.130490e-005;6.813936e+002;685.787263;0.445380;272.452122;3.486923
11;650;1.224326e-005;7.449990e+002;749.561157;0.412011;292.713382;3.217414
12;700;1.304624e-005;8.020265e+002;806.532726;0.376438;313.477486;3.215260
13;750;1.385357e-005;8.646118e+002;868.741003;0.509975;336.537310;3.923391
14;800;1.480336e-005;9.306037e+002;935.245780;0.634036;358.211318;3.327040
15;850;1.571218e-005;9.972407e+002;1001.015998;0.464177;379.214379;3.891941
16;900;1.676031e-005;1.054683e+003;1059.891786;0.487824;400.711587;3.485424
