Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.361953e-005;1.206421e+002;120.600781;0.567732;55.149676;6.239264
1;150;1.696659e-005;1.666007e+002;166.791327;0.563817;71.050728;8.009794
2;200;1.995928e-005;2.119566e+002;212.327307;0.663669;82.771750;7.737274
3;250;2.310432e-005;2.563137e+002;255.556017;0.606880;94.708250;10.167192
4;300;2.584696e-005;3.028554e+002;302.774660;0.594321;106.805908;5.910202
5;350;2.865375e-005;3.477072e+002;347.945626;0.655886;118.569354;6.199771
6;400;3.160894e-005;3.963391e+002;395.826507;0.638325;129.845708;5.428130
7;450;3.445146e-005;4.550392e+002;455.525249;0.638529;147.188282;7.341986
8;500;3.772684e-005;5.117075e+002;511.575364;0.625437;164.758150;8.863331
9;550;4.060822e-005;5.587369e+002;558.453616;0.624311;177.239430;6.583711
10;600;4.368169e-005;6.113205e+002;611.110970;0.656373;189.470257;7.997222
11;650;4.663971e-005;6.627310e+002;661.831156;0.714751;201.812043;7.716675
12;700;5.024184e-005;7.130613e+002;712.935858;0.694516;216.781748;7.552592
13;750;5.419281e-005;7.584797e+002;758.752311;0.609678;228.483443;6.928939
14;800;5.883467e-005;8.026821e+002;803.153003;0.680601;240.678084;7.354971
15;850;6.455727e-005;8.419719e+002;842.131736;0.702280;250.960187;8.837390
16;900;7.169000e-005;8.902464e+002;890.685192;0.687607;266.292322;6.800832
