Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.973963e-006;1.332673e+002;135.771781;0.434927;44.990572;1.821493
1;150;3.707875e-006;1.866958e+002;189.050395;0.447449;63.364781;1.647481
2;200;4.445233e-006;2.437730e+002;246.287742;0.443017;82.135927;1.579895
3;250;5.162865e-006;2.991419e+002;302.160294;0.456806;101.171451;1.691764
4;300;5.883319e-006;3.561553e+002;359.556601;0.496877;120.911301;1.505738
5;350;6.630540e-006;4.151429e+002;418.918959;0.431744;141.411361;1.504703
6;400;7.341337e-006;4.716841e+002;475.482632;0.481166;160.990762;1.764246
7;450;8.156616e-006;5.321655e+002;536.436264;0.497231;180.361079;1.498955
8;500;8.955645e-006;5.975459e+002;602.320887;0.527865;202.236626;1.682858
9;550;9.817104e-006;6.638779e+002;669.584609;0.518346;223.434982;1.727311
10;600;1.060936e-005;7.498011e+002;755.152650;0.651059;251.442161;1.638126
11;650;1.152727e-005;8.233362e+002;829.109934;0.682229;274.934266;1.765324
12;700;1.240801e-005;8.840857e+002;890.658202;0.566264;293.550895;1.517897
13;750;1.331032e-005;9.643373e+002;970.539286;0.549616;317.317651;1.586888
14;800;1.437401e-005;1.055390e+003;1061.518856;0.652076;345.109336;1.729221
15;850;1.532939e-005;1.156220e+003;1163.092915;0.732995;378.418397;1.719376
16;900;1.662467e-005;1.266332e+003;1274.581691;0.742670;410.079461;1.492025
