Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.981073e-006;1.177879e+002;117.645339;0.671023;-27.218565;11.165576
1;150;2.494309e-006;1.619514e+002;163.214505;0.768073;69.584332;15.114447
2;200;3.001517e-006;2.102232e+002;209.943527;0.755068;85.600409;13.259072
3;250;3.512945e-006;2.555063e+002;256.892192;0.836786;99.069680;12.383487
4;300;4.029737e-006;3.048475e+002;305.639036;0.791460;110.669952;12.795571
5;350;4.566299e-006;3.537714e+002;355.691275;0.923382;127.341362;14.087880
6;400;5.143308e-006;4.076589e+002;408.420401;0.765191;145.677315;13.096501
7;450;5.757024e-006;4.599261e+002;462.951405;0.858414;164.501973;10.459219
8;500;6.420233e-006;5.215523e+002;522.107137;0.765123;180.927017;9.403254
9;550;7.179020e-006;5.842036e+002;584.445116;0.811744;201.160562;12.820817
10;600;8.006912e-006;6.525893e+002;654.668744;0.938977;220.957441;10.840200
11;650;8.913760e-006;7.237715e+002;724.182825;0.772383;241.009502;12.695433
12;700;9.931726e-006;8.016888e+002;801.209270;0.831561;265.363544;9.622548
13;750;1.104367e-005;8.839218e+002;884.908843;0.821908;292.647305;10.387539
14;800;1.221879e-005;9.805455e+002;981.344175;0.809106;317.545931;10.012802
15;850;1.348884e-005;1.078069e+003;1077.342203;1.096298;345.800453;10.256842
16;900;1.478386e-005;1.185604e+003;1184.779426;1.062872;377.538415;12.725658
