Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.600332e-006;9.577973e+001;96.448820;0.716056;16.335659;11.377185
1;150;4.509064e-006;1.309856e+002;131.169226;0.628128;63.171485;11.713393
2;200;5.365778e-006;1.679425e+002;167.722921;0.742863;78.189953;11.246136
3;250;6.210332e-006;2.034265e+002;202.847562;0.722263;90.147257;8.985007
4;300;7.092491e-006;2.362442e+002;235.862816;0.627416;102.718302;10.173794
5;350;7.962536e-006;2.714617e+002;272.713640;0.728113;118.351963;9.813323
6;400;8.875813e-006;3.124915e+002;311.953496;0.733247;129.590383;12.607288
7;450;9.841909e-006;3.622513e+002;361.771893;0.672069;147.552148;12.102884
8;500;1.079559e-005;4.008752e+002;400.789036;0.773408;164.123761;11.791143
9;550;1.176034e-005;4.412400e+002;441.717014;0.825946;178.308636;11.481760
10;600;1.280109e-005;4.903934e+002;489.699519;0.793296;190.675142;11.846256
11;650;1.391229e-005;5.522118e+002;552.059749;0.729147;207.755272;10.503522
12;700;1.491679e-005;5.977541e+002;598.437604;0.870758;233.214688;23.323020
13;750;1.614960e-005;6.602799e+002;660.061605;0.840476;248.336733;16.971545
14;800;1.733472e-005;7.269391e+002;727.116559;0.821127;262.232169;11.688675
15;850;1.858123e-005;8.053781e+002;805.366806;0.820625;285.534308;13.743321
16;900;1.961080e-005;8.813030e+002;881.331478;0.911579;310.781358;16.816881
