Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;5.873597e-006;1.810118e+002;187.179783;0.683193;85.446853;20.589958
1;150;7.412656e-006;2.456219e+002;253.251278;0.678748;116.436018;14.935866
2;200;8.802348e-006;3.047265e+002;311.501253;0.783237;141.740102;15.822356
3;250;1.005825e-005;3.636400e+002;369.325609;0.724785;161.410340;13.990921
4;300;1.134490e-005;4.247745e+002;430.329482;0.728180;182.057585;14.513081
5;350;1.250073e-005;4.819265e+002;489.512057;0.843652;201.402339;11.509392
6;400;1.361034e-005;5.441009e+002;551.188764;0.689650;227.272414;14.403260
7;450;1.473566e-005;6.020182e+002;608.962544;0.742174;244.059933;16.342679
8;500;1.591608e-005;6.593245e+002;665.961329;0.797911;264.941440;17.001473
9;550;1.710894e-005;7.115178e+002;718.897545;0.747917;286.344715;17.697855
10;600;1.840998e-005;7.713063e+002;778.339104;0.762142;305.880695;13.592937
11;650;1.958318e-005;8.339549e+002;842.061923;0.700398;324.136217;11.798171
12;700;2.073098e-005;8.951816e+002;902.362026;0.942815;348.316211;14.886741
13;750;2.180066e-005;9.633563e+002;970.494514;0.684457;368.930705;12.859759
14;800;2.300455e-005;1.013458e+003;1019.982271;0.725595;383.177044;13.822952
15;850;2.436745e-005;1.078554e+003;1084.677321;0.805666;407.151261;15.666034
16;900;2.570544e-005;1.139699e+003;1146.038406;0.727990;421.977908;12.750475
