Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;5.860954e-006;2.105030e+002;218.674530;0.607337;90.349878;8.089371
1;150;7.432881e-006;2.980839e+002;306.942839;0.632239;119.811786;7.731977
2;200;8.863494e-006;3.809533e+002;390.293866;0.574729;146.544952;6.624683
3;250;1.016600e-005;4.619009e+002;471.732684;0.715340;170.265034;7.889827
4;300;1.147771e-005;5.443423e+002;554.440212;0.631716;195.648791;7.702777
5;350;1.276567e-005;6.247663e+002;635.032758;0.646572;220.100878;7.237534
6;400;1.401737e-005;7.072208e+002;717.437601;0.742543;245.330644;6.886164
7;450;1.517520e-005;7.913201e+002;802.910820;0.763229;272.769377;5.681483
8;500;1.633298e-005;8.735870e+002;885.094292;0.763628;298.788151;8.176297
9;550;1.741030e-005;9.646004e+002;975.487127;0.712519;325.077403;7.484790
10;600;1.846280e-005;1.068568e+003;1080.242856;0.707115;356.826033;8.094412
11;650;1.949530e-005;1.174022e+003;1186.295737;0.724842;386.682051;7.463101
12;700;2.045213e-005;1.272589e+003;1284.670739;0.933209;415.346712;8.049519
13;750;2.157512e-005;1.363763e+003;1375.344002;0.974516;446.843450;6.465991
14;800;2.279923e-005;1.437261e+003;1450.153339;0.907048;469.878364;7.940898
15;850;2.432941e-005;1.504033e+003;1516.569268;0.953767;492.412580;7.636912
16;900;2.615175e-005;1.562765e+003;1573.888840;0.876975;508.315573;7.121151
