Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.354655e-006;2.138451e+002;214.473563;0.423545;77.443221;1.542719
1;150;4.222014e-006;2.982400e+002;300.136928;0.431003;105.143704;1.357380
2;200;4.996120e-006;3.815993e+002;384.072976;0.487796;132.417655;1.543995
3;250;5.751732e-006;4.649073e+002;468.213522;0.508451;159.707588;1.676633
4;300;6.482806e-006;5.485420e+002;551.636330;0.522126;187.766250;1.529842
5;350;7.199579e-006;6.340925e+002;637.996007;0.495727;215.265236;1.544398
6;400;7.946574e-006;7.256300e+002;730.226912;0.519704;244.032718;1.524822
7;450;8.584216e-006;8.133032e+002;817.998193;0.705584;273.054498;1.559084
8;500;9.303394e-006;9.120686e+002;917.337311;0.896737;304.136474;1.773505
9;550;9.945064e-006;1.016238e+003;1021.705254;0.668945;336.242674;1.442911
10;600;1.064737e-005;1.114159e+003;1120.503861;0.710264;367.130189;1.450946
11;650;1.130269e-005;1.217224e+003;1224.596946;0.792740;398.011510;1.505794
12;700;1.187036e-005;1.333617e+003;1340.785669;0.745944;432.899659;1.436143
13;750;1.254043e-005;1.454084e+003;1461.473767;0.811497;468.729045;1.500371
14;800;1.316593e-005;1.585268e+003;1592.791804;0.906719;508.999564;1.593545
15;850;1.385905e-005;1.711594e+003;1719.905325;0.913927;547.462708;1.683920
16;900;1.453943e-005;1.826906e+003;1835.507430;0.890991;582.607687;1.409505
