Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.723158e-006;1.154897e+002;114.627545;0.389681;46.010061;6.825401
1;150;3.392404e-006;1.563750e+002;155.938821;0.373674;72.587842;6.956692
2;200;4.029563e-006;1.985773e+002;198.886937;0.426894;85.622696;7.501264
3;250;4.644490e-006;2.439286e+002;243.133709;0.482969;102.115021;7.180223
4;300;5.256080e-006;2.864256e+002;285.156623;0.420297;118.158003;6.135276
5;350;5.854489e-006;3.284381e+002;328.103702;0.411099;134.127807;6.242733
6;400;6.482441e-006;3.710404e+002;370.003673;0.494098;152.978363;7.034548
7;450;7.138095e-006;4.151708e+002;413.625278;0.362039;167.910038;4.140604
8;500;7.789624e-006;4.644213e+002;463.635979;0.411527;185.520792;5.618067
9;550;8.506703e-006;5.154481e+002;514.351474;0.373637;204.160194;6.107166
10;600;9.281883e-006;5.649793e+002;563.029435;0.454601;224.540334;4.940579
11;650;1.003403e-005;6.129859e+002;612.121970;0.397799;244.345311;7.282177
12;700;1.097377e-005;6.640034e+002;663.758359;0.432766;260.481468;6.749828
13;750;1.196306e-005;7.227950e+002;721.710820;0.428874;280.939264;5.332126
14;800;1.295723e-005;7.868796e+002;787.057147;0.433320;302.428474;6.386578
15;850;1.400275e-005;8.484064e+002;848.661602;0.434672;322.409444;6.261783
16;900;1.545081e-005;9.088546e+002;909.218983;0.398811;345.306361;6.448852
