Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.215393e-006;1.471318e+002;138.405867;0.852974;70.298245;16.722031
1;150;4.056987e-006;1.988522e+002;188.244627;0.834300;91.889551;11.247441
2;200;4.831003e-006;2.514194e+002;238.911548;0.744171;107.842396;12.449645
3;250;5.544285e-006;3.055870e+002;290.583282;0.735934;123.943902;11.630183
4;300;6.248784e-006;3.607306e+002;341.817772;0.735571;146.787831;9.134828
5;350;7.010993e-006;4.178830e+002;394.932915;0.824761;166.755811;12.194951
6;400;7.769680e-006;4.736841e+002;450.077251;0.774188;186.120851;10.486044
7;450;8.526811e-006;5.289064e+002;503.450044;0.790294;205.249217;11.971707
8;500;9.305440e-006;5.853593e+002;555.403012;0.759344;230.441189;12.073607
9;550;1.004577e-005;6.431475e+002;612.760223;0.712787;248.602090;10.093562
10;600;1.084269e-005;6.990593e+002;665.931583;0.760024;271.756709;10.832321
11;650;1.172980e-005;7.587696e+002;724.330047;0.805016;289.404492;9.935849
12;700;1.262871e-005;8.217015e+002;784.546702;0.727704;312.031512;10.101593
13;750;1.370943e-005;8.873765e+002;848.439217;0.775185;334.802522;13.468098
14;800;1.481974e-005;9.563928e+002;914.058019;0.846892;361.045591;12.281460
15;850;1.592980e-005;1.027508e+003;982.236175;0.803325;385.259559;10.614403
16;900;1.639746e-005;1.098912e+003;1052.384520;0.749805;408.490269;8.584019
