Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.699821e-006;2.722093e+002;276.291200;0.632613;108.364964;10.660399
1;150;4.584756e-006;3.695562e+002;372.798237;0.662696;143.372589;15.597528
2;200;5.374719e-006;4.594316e+002;464.585500;0.679667;172.887427;10.258908
3;250;6.077599e-006;5.426127e+002;548.569048;0.680648;200.354011;12.362940
4;300;6.775416e-006;6.325502e+002;638.813567;0.612954;230.314094;14.845965
5;350;7.454790e-006;7.276218e+002;733.490006;0.661037;263.777231;14.256640
6;400;8.098249e-006;8.081458e+002;813.467375;0.614256;288.406364;10.519700
7;450;8.690165e-006;9.088764e+002;912.493926;0.745591;317.712231;10.332058
8;500;9.309038e-006;1.002204e+003;1005.758426;0.780060;347.192105;13.432330
9;550;9.899644e-006;1.091275e+003;1095.117436;0.818087;371.743557;12.928847
10;600;1.043920e-005;1.189151e+003;1194.905820;0.843845;402.476429;12.817945
11;650;1.096564e-005;1.263781e+003;1271.893093;0.810087;426.893961;13.637403
12;700;1.148808e-005;1.370753e+003;1376.584140;0.908419;458.174895;15.075332
13;750;1.193504e-005;1.461623e+003;1468.919490;0.882533;481.260270;10.590255
14;800;1.243215e-005;1.578669e+003;1579.565885;0.957128;511.947662;14.554645
15;850;1.295163e-005;1.685634e+003;1689.485542;0.774358;542.171563;13.720894
16;900;1.340878e-005;1.780258e+003;1783.864460;0.957339;567.284341;11.157827
