Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.915653e-006;2.980648e+002;303.050456;0.460854;98.321853;2.925710
1;150;4.940940e-006;4.067134e+002;412.615396;0.462633;134.560457;2.361866
2;200;5.815053e-006;5.117458e+002;518.269023;0.465503;172.859899;2.557177
3;250;6.651906e-006;6.146589e+002;621.279388;0.500017;208.928978;2.526477
4;300;7.400115e-006;7.102063e+002;717.522830;0.487808;242.387124;2.726811
5;350;8.133161e-006;8.111619e+002;818.699410;0.519800;275.521517;2.222753
6;400;8.879662e-006;9.166464e+002;925.134261;0.566063;309.501548;2.804495
7;450;9.645203e-006;1.020845e+003;1029.812457;0.574803;343.441105;2.119111
8;500;1.031861e-005;1.118841e+003;1128.321387;0.525040;375.741481;2.146195
9;550;1.102002e-005;1.222803e+003;1232.819106;0.515608;406.577265;2.123044
10;600;1.158146e-005;1.341773e+003;1351.974774;0.610507;439.676756;2.258047
11;650;1.213356e-005;1.456433e+003;1466.976211;0.560512;473.551685;2.530152
12;700;1.275094e-005;1.559879e+003;1570.545089;0.709052;503.603346;2.299530
13;750;1.338846e-005;1.679013e+003;1690.549423;0.676354;533.358082;2.633059
14;800;1.398704e-005;1.807832e+003;1819.473819;0.677061;568.811977;2.688226
15;850;1.461563e-005;1.918333e+003;1930.427139;0.716895;601.209467;2.245828
16;900;1.524061e-005;2.028195e+003;2040.636145;0.756907;630.469318;2.879273
