Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;7.274175e-006;1.532147e+002;153.208931;0.363819;70.678111;4.177933
1;150;9.416746e-006;2.130209e+002;213.118786;0.351459;89.094866;3.126720
2;200;1.157309e-005;2.685340e+002;268.658441;0.372706;109.107631;3.601606
3;250;1.368930e-005;3.242273e+002;323.978733;0.385755;127.024235;4.047780
4;300;1.482642e-005;3.768181e+002;376.861647;0.348512;145.935868;3.525374
5;350;1.655600e-005;4.298674e+002;429.832447;0.344929;165.185901;4.124488
6;400;1.828428e-005;4.843564e+002;484.290903;0.388382;182.534864;3.518581
7;450;1.983824e-005;5.396753e+002;539.565080;0.360216;202.086899;3.588043
8;500;2.154738e-005;5.940455e+002;593.897864;0.364915;220.036975;3.093054
9;550;2.320046e-005;6.499569e+002;650.294484;0.370386;239.043912;4.242811
10;600;2.487314e-005;7.099221e+002;709.640830;0.369519;257.582960;3.981659
11;650;2.713893e-005;7.736368e+002;773.681157;0.437790;277.063663;3.749117
12;700;2.962898e-005;8.444360e+002;844.148370;0.409938;299.793706;4.179374
13;750;3.088094e-005;9.141546e+002;914.268194;0.488465;321.988756;3.660729
14;800;3.215743e-005;9.822346e+002;982.110882;0.502769;343.221816;4.157775
15;850;3.488314e-005;1.052827e+003;1053.082750;0.477344;364.054853;3.877982
16;900;3.671101e-005;1.117033e+003;1116.808299;0.461548;384.804562;4.627739
