Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.904945e-006;1.826643e+002;181.852803;0.413048;65.250931;1.381718
1;150;3.657830e-006;2.520896e+002;251.822536;0.432710;87.344731;1.370560
2;200;4.358936e-006;3.237459e+002;323.797227;0.407594;111.001918;1.392470
3;250;5.039509e-006;3.940233e+002;394.115363;0.475426;134.795248;1.486597
4;300;5.710210e-006;4.663963e+002;467.597874;0.431330;158.843705;1.528705
5;350;6.389009e-006;5.428009e+002;543.353118;0.491158;183.574079;1.446808
6;400;7.056450e-006;6.208778e+002;622.283276;0.556186;208.876805;1.434993
7;450;7.749288e-006;6.992162e+002;701.304911;0.556914;234.297400;1.395990
8;500;8.417942e-006;7.816642e+002;784.319033;0.540538;260.166181;1.269434
9;550;9.066751e-006;8.637698e+002;866.602473;0.540893;286.524236;1.445807
10;600;9.771630e-006;9.423076e+002;944.622233;0.669609;310.778516;1.440081
11;650;1.045463e-005;1.035036e+003;1037.198113;0.857842;340.178404;1.651535
12;700;1.114694e-005;1.159448e+003;1163.623968;0.709957;378.383140;1.282655
13;750;1.184188e-005;1.264754e+003;1269.674064;0.774921;410.862425;1.217199
14;800;1.258510e-005;1.378254e+003;1382.707481;0.699111;445.224363;1.383378
15;850;1.338637e-005;1.506796e+003;1512.444697;0.825451;483.981565;1.445242
16;900;3.232507e-005;1.618305e+003;1623.779396;0.805660;517.810678;1.676626
