Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;4.945281e-006;2.420024e+002;245.847531;0.582612;78.963488;2.279017
1;150;6.194102e-006;3.392288e+002;344.231779;0.626991;110.478156;2.173710
2;200;7.314917e-006;4.308412e+002;435.221783;0.546756;141.007097;2.043051
3;250;8.375173e-006;5.252030e+002;530.658467;0.613815;171.558093;2.184183
4;300;9.381397e-006;6.169777e+002;622.911997;0.786321;199.849769;2.297112
5;350;1.032131e-005;7.093474e+002;716.094643;0.671852;229.203771;2.254299
6;400;1.119390e-005;8.070754e+002;814.319310;0.712372;258.524138;2.235881
7;450;1.200333e-005;9.097516e+002;917.126850;0.818578;290.318259;2.308048
8;500;1.273782e-005;1.029441e+003;1036.720899;0.800688;328.841076;2.191723
9;550;1.342952e-005;1.150486e+003;1157.652689;0.821101;366.281397;2.248379
10;600;1.407676e-005;1.266303e+003;1274.013763;0.843369;402.998587;2.301687
11;650;1.470784e-005;1.346576e+003;1354.990328;0.875775;422.584214;2.331760
12;700;1.531340e-005;1.429765e+003;1439.282640;0.794376;447.980758;2.734100
13;750;1.589736e-005;1.500879e+003;1508.832924;0.926934;470.521490;2.386305
14;800;1.642399e-005;1.566362e+003;1575.183389;0.957152;491.614780;2.610487
15;850;1.702238e-005;1.624858e+003;1633.830701;0.993831;511.273483;2.490433
16;900;1.758908e-005;1.672673e+003;1680.977794;0.987681;526.702542;2.469789
