Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.139247e-006;1.191893e+002;117.466941;0.801248;-79.664786;7.548753
1;150;2.683359e-006;1.624966e+002;162.661715;0.872695;48.187872;6.796209
2;200;3.240772e-006;2.061011e+002;206.839567;0.847097;67.316629;5.920039
3;250;3.830860e-006;2.574300e+002;257.908779;0.964298;78.834155;7.266652
4;300;4.445737e-006;3.129746e+002;311.924966;0.705315;94.659186;6.721023
5;350;5.082135e-006;3.614175e+002;362.541894;0.756267;105.329538;6.590682
6;400;5.781388e-006;4.200876e+002;420.505752;0.929445;122.062703;7.267034
7;450;6.617467e-006;4.870007e+002;487.188631;0.826627;138.416643;5.641529
8;500;7.522054e-006;5.577104e+002;557.847869;0.920003;155.821059;9.764680
9;550;8.562100e-006;6.338569e+002;633.126475;0.765903;176.739513;7.520062
10;600;9.744012e-006;7.259796e+002;726.745556;0.966258;197.792267;6.290176
11;650;1.093277e-005;8.343668e+002;833.895355;0.839029;226.584553;7.593797
12;700;1.228085e-005;9.528790e+002;953.069635;0.812619;256.149300;8.272036
13;750;1.374135e-005;1.087609e+003;1087.327094;0.982266;293.024952;9.552177
14;800;1.531642e-005;1.245583e+003;1244.557232;0.997949;337.279451;6.333342
15;850;1.687607e-005;1.403953e+003;1404.048339;0.941288;377.970151;6.456369
16;900;1.852854e-005;1.527247e+003;1526.418962;1.068546;410.709382;7.448729
