Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;6.545870e-006;1.976460e+002;198.439304;0.621335;86.884278;8.535727
1;150;8.230859e-006;2.694963e+002;269.746008;0.556108;110.045560;8.954380
2;200;9.728909e-006;3.387896e+002;338.552067;0.651270;130.650217;7.122225
3;250;1.106402e-005;4.070628e+002;407.306341;0.531721;148.513111;5.885631
4;300;1.217188e-005;4.715214e+002;471.150314;0.576281;170.137712;6.423179
5;350;1.309216e-005;5.377589e+002;538.432171;0.663651;191.598795;6.249992
6;400;1.393659e-005;6.001352e+002;599.865210;0.581003;213.481836;7.074546
7;450;1.561665e-005;6.712289e+002;671.341840;0.649278;234.604231;6.993345
8;500;1.869904e-005;7.429098e+002;742.369758;0.549371;258.121987;7.115360
9;550;2.022303e-005;8.177722e+002;818.118889;0.668063;280.356704;6.174315
10;600;2.140860e-005;8.980377e+002;898.583303;0.713167;303.304521;5.048594
11;650;2.276924e-005;9.849507e+002;984.917688;0.686061;331.317233;7.004510
12;700;2.451423e-005;1.071850e+003;1071.741403;0.681643;355.126612;7.007776
13;750;2.538607e-005;1.146459e+003;1146.492452;0.740105;378.719966;5.352263
14;800;2.683883e-005;1.215374e+003;1215.405867;0.743019;400.265026;7.007863
15;850;2.738296e-005;1.275013e+003;1275.625191;0.784600;419.140990;7.210515
16;900;2.691014e-005;1.325387e+003;1325.442129;0.812661;432.986205;6.537307
