Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.403977e-006;1.512730e+002;144.861079;0.607377;69.461290;8.453804
1;150;4.273840e-006;2.019119e+002;196.676782;0.634535;86.920258;8.247401
2;200;5.111758e-006;2.527250e+002;249.224334;0.608593;105.728937;7.722409
3;250;5.866250e-006;3.043836e+002;300.262518;0.595539;123.948685;6.893257
4;300;6.606591e-006;3.634435e+002;357.881604;0.565532;144.367718;9.143527
5;350;7.392338e-006;4.176810e+002;412.043498;0.582873;165.289548;7.365660
6;400;8.139533e-006;4.659917e+002;460.188424;0.582432;182.168543;8.239945
7;450;8.888248e-006;5.211308e+002;515.773356;0.582465;202.326352;5.944649
8;500;9.686357e-006;5.821946e+002;575.839478;0.597369;224.688292;6.927890
9;550;1.058846e-005;6.400959e+002;633.162241;0.650041;246.749814;9.882931
10;600;1.139192e-005;6.933248e+002;685.804134;0.584042;266.576058;8.032281
11;650;1.225775e-005;7.539739e+002;745.140999;0.673096;286.858559;7.349554
12;700;1.313547e-005;8.155507e+002;807.949044;0.559859;308.066615;7.365951
13;750;1.403669e-005;8.846734e+002;875.205242;0.639539;334.587796;7.953424
14;800;1.498685e-005;9.451887e+002;936.876580;0.755926;353.268545;7.951227
15;850;1.613266e-005;1.006847e+003;997.572719;0.732538;374.706619;6.814160
16;900;1.827215e-005;1.073948e+003;1063.806537;0.764749;397.808537;9.952294
