time,voltage,current
1.0455679893493652,9.125069e-07,-7.202805e-11
1.2968933582305908,-4.999251,-2.614433e-05
1.4808084964752197,-9.999714,-2.375301e-05
1.7316391468048096,-9.999727,-1.800211e-08
1.9806559085845947,-14.99996,-2.643664e-05
2.9170081615448,-14.99994,-2.209855e-08
3.1668124198913574,-19.99977,-2.638176e-05
3.424657106399536,-19.99978,-2.36358e-08
3.6769609451293945,-24.99243,-2.636369e-05
3.8615381717681885,-29.99131,-1.564895e-05
4.111713409423828,-30.00771,-5.52124e-08
5.022536516189575,-35.00575,-2.623697e-05
5.2080395221710205,-40.00368,-2.382828e-05
5.459010601043701,-40.02057,-7.594194e-08
5.716010808944702,-44.99862,-2.644896e-05
5.894162654876709,-49.99659,-2.380523e-05
6.151966571807861,-50.01692,-9.587485e-08
7.100238561630249,-55.01415,-2.615266e-05
7.2896387577056885,-60.01233,-2.369735e-05
7.540539026260376,-60.03485,-9.227696e-08
7.7970130443573,-65.0116,-2.628031e-05
7.974639415740967,-70.009,-2.35754e-05
8.917014122009277,-70.02656,-9.900177e-08
9.166818380355835,-75.00444,-2.618191e-05
9.417014598846436,-75.02479,-8.87819e-08
9.667014837265015,-80.01559,-2.627987e-05
9.92656922340393,-80.03646,-7.612766e-08
10.176591396331787,-85.00867,-2.612071e-05
11.086292505264282,-85.03106,-3.724661e-08
11.33626937866211,-90.00382,-2.588292e-05
11.594893217086792,-90.02355,-8.51305e-08
11.844193458557129,-94.99821,-2.585431e-05
12.096443176269531,-95.01888,-7.319132e-08
13.052018165588379,-99.99269,-2.575666e-05
13.229753494262695,-105.0038,-2.266126e-05
13.489345073699951,-105.0253,-8.000139e-08
13.739761114120483,-109.9947,-2.564973e-05
13.997019290924072,-110.0161,-9.097808e-08
14.896972179412842,-114.9902,-2.556341e-05
15.077020168304443,-119.9804,-2.225458e-05
15.329700946807861,-120.0025,-8.299926e-08
15.5790696144104,-124.9755,-2.53328e-05
15.838043689727783,-124.9975,-1.038817e-07
16.08804941177368,-129.9888,-2.532166e-05
16.978050231933594,-130.0103,-1.065385e-07
17.23037362098694,-134.9812,-2.498406e-05
17.48129916191101,-135.0044,-7.936141e-08
17.731199741363525,-139.9754,-2.49275e-05
17.990249395370483,-139.9978,-8.478369e-08
18.9170241355896,-144.9698,-2.488139e-05
19.09475350379944,-149.9812,-2.153242e-05
19.354851007461548,-150.0032,-9.423157e-08
19.605226039886475,-154.9792,-2.464528e-05
19.8637113571167,-155.0025,-8.556231e-08
20.113035678863525,-159.9757,-2.448537e-05
21.017464876174927,-159.9976,-4.040516e-08
21.268277883529663,-164.9737,-2.425601e-05
21.52637815475464,-164.9962,-8.012053e-08
21.776129484176636,-169.9709,-2.423257e-05
22.02703285217285,-169.9932,-8.491026e-08
22.95910143852234,-174.9856,-2.421123e-05
23.136509656906128,-179.982,-2.071713e-05
23.39640760421753,-180.0054,-6.517418e-08
23.646783113479614,-184.9763,-2.38905e-05
23.904173612594604,-184.9994,-1.009569e-07
24.154180765151978,-189.9729,-2.374441e-05
25.108062267303467,-189.9976,-3.028597e-08
25.358052015304565,-194.9711,-2.355498e-05
25.616586208343506,-194.9931,-8.404867e-08
25.866182565689087,-199.9834,-2.360111e-05
26.116031408309937,-200.0075,-8.148535e-08
27.01935863494873,-204.9828,-2.307369e-05
27.19646143913269,-209.9805,-2.030764e-05
27.449931144714355,-210.0032,-8.922596e-08
27.709085941314697,-214.9757,-2.32368e-05
27.887033224105835,-219.9713,-1.987609e-05
28.14540958404541,-219.996,-8.946453e-08
29.083210706710815,-224.9852,-2.25995e-05
29.270460844039917,-229.977,-1.966376e-05
29.521186113357544,-230.0025,-7.754138e-08
29.78203511238098,-234.971,-2.263648e-05
29.9600350856781,-239.9651,-1.948193e-05
30.861740112304688,-239.9897,-8.225481e-08
31.112513542175293,-244.9794,-2.259627e-05
31.370036602020264,-245.004,-5.468334e-08
31.62108826637268,-249.976,-2.252294e-05
31.879363536834717,-249.9994,-7.215205e-08
32.12909436225891,-254.9683,-2.232638e-05
33.0830614566803,-254.9946,-2.702788e-08
33.333839654922485,-259.9605,-2.217221e-05
33.59174299240112,-259.9864,-6.293494e-08
33.84148812294006,-264.9514,-2.218727e-05
34.092039585113525,-264.9775,-5.199937e-08
35.06144452095032,-269.9643,-2.21437e-05
35.23970818519592,-274.96,-1.877214e-05
35.49704074859619,-274.9832,-4.247414e-08
35.748069763183594,-279.9518,-2.186633e-05
36.00626754760742,-279.9781,-5.528106e-08
36.90204215049744,-284.9484,-2.181287e-05
37.080042362213135,-289.9401,-1.843964e-05
37.33807682991028,-289.9652,-5.691949e-08
37.58919429779053,-294.9528,-2.18017e-05
37.8468222618103,-294.9772,-5.005901e-08
38.096848487854004,-299.9478,-2.161367e-05
39.04424571990967,-299.9723,-3.701341e-08
39.29424595832825,-304.9434,-2.14632e-05
39.55594611167908,-304.9697,-4.309436e-08
39.805718660354614,-309.9425,-2.145865e-05
40.06204533576965,-309.9693,-4.404964e-08
40.96370029449463,-314.9372,-2.13287e-05
41.14274764060974,-319.9571,-1.797464e-05
41.404422998428345,-319.9828,-3.175112e-08
41.65479850769043,-324.9522,-2.124507e-05
41.912047147750854,-324.9789,-3.556234e-08
42.16204762458801,-329.9523,-2.121597e-05
43.06120014190674,-329.9764,-1.189485e-08
43.31107687950134,-334.9495,-2.098964e-05
43.569597244262695,-334.9745,-1.443721e-08
