Num,Voltage,Ileak[nA],CCE[a.u.],CCE2[a.u.],MPV[mV],Noise[mV],Error mu,Error mean
0,-900.0,-8.898264e-07,2483.6901934222224,2483.6901934222224,776.2016,4.568699348811662,0.8684685924055529,0.8684685924055529
1,-800.0,-6.637968e-07,2472.5144419555554,2472.5144419555554,765.1416000000002,4.494404921602904,0.8226185519281236,0.8226185519281236
2,-700.0,-6.252327e-07,2460.311687466667,2460.311687466667,751.5816000000002,4.534502512191021,0.8019878633695099,0.8019878633695099
3,-600.0,-6.136758e-07,2449.3758748444443,2449.3758748444443,736.0072,4.514720863353024,0.7875476012749474,0.7875476012749474
4,-500.0,-6.127377e-07,2440.825280711111,2440.825280711111,717.0864000000001,4.511105508121317,0.8225333051307279,0.8225333051307279
5,-400.0,-5.579305e-07,2431.5151004444447,2431.5151004444447,692.4848000000001,4.51884822773281,0.8385152271077233,0.8385152271077233
6,-300.0,1.547302e-05,2419.129344711111,2419.129344711111,654.8216000000002,4.511433847319034,0.7820175121222799,0.7820175121222799
7,-250.0,-5.506681e-07,2406.250657422222,2406.250657422222,625.7544,4.51702346303513,0.8072252461495011,0.8072252461495011
8,-200.0,-5.627062e-07,2386.973607111111,2386.973607111111,583.8288,4.477950329710909,0.8556508200708981,0.8556508200708981
9,-150.0,-5.472451e-07,2342.3080828444445,2342.3080828444445,514.8552000000001,4.464507210555962,0.7897776487622818,0.7897776487622818
10,-100.0,-4.987204e-07,1961.7728426666667,1961.7728426666667,379.03439999999995,4.433894958711686,0.76646751436736,0.76646751436736
11,-50.0,-3.696134e-07,1103.9885358222227,1103.9885358222227,210.78800000000004,4.4661649185762275,0.5175156611300559,0.5175156611300559
