time,voltage,current
0.26093029975891113,7.430848e-06,9.856802e-10
0.4325082302093506,3.797759e-06,9.972283e-10
0.6834352016448975,-4.999247,-2.630052e-05
0.9366164207458496,-4.999224,-1.94227e-06
1.1851763725280762,-9.99966,-1.747808e-05
2.083625316619873,-9.999672,-2.743828e-06
2.3326869010925293,-14.99981,-1.923072e-05
2.584555149078369,-14.99986,-3.324052e-06
2.83414888381958,-19.99973,-2.055582e-05
3.0843348503112793,-19.9998,-3.769172e-06
4.019413232803345,-24.9897,-2.133716e-05
4.1965556144714355,-29.98781,-2.719723e-05
4.443983316421509,-29.99589,-4.542848e-06
4.692627668380737,-35.00082,-2.344025e-05
4.93825364112854,-35.00912,-4.87343e-06
5.186904668807983,-39.99865,-2.411765e-05
6.075408935546875,-40.00714,-5.119737e-06
6.32450008392334,-44.99232,-2.46794e-05
6.577918529510498,-45.00635,-5.416243e-06
6.8260498046875,-49.99266,-2.536672e-05
7.073901891708374,-50.00084,-5.673218e-06
8.001579999923706,-55.00936,-2.612345e-05
8.17764925956726,-60.00533,-2.872938e-05
8.42326807975769,-60.01682,-6.181099e-06
8.67225193977356,-65.00448,-2.708685e-05
8.918555498123169,-65.01149,-6.398478e-06
9.16861629486084,-70.00402,-2.759367e-05
10.055058240890503,-70.00838,-6.611152e-06
10.304799795150757,-74.99684,-2.799581e-05
10.55737018585205,-75.00362,-6.821781e-06
10.806161165237427,-80.00844,-2.855877e-05
11.059239625930786,-80.01806,-7.055888e-06
11.940993070602417,-85.00351,-2.898912e-05
12.121340990066528,-89.99492,-2.968899e-05
12.376822471618652,-90.00449,-7.449314e-06
12.62631630897522,-94.99228,-2.983761e-05
12.879058122634888,-95.00204,-7.665848e-06
13.128059148788452,-99.98853,-3.020906e-05
14.111064434051514,-99.99239,-7.811414e-06
14.361130714416504,-105.0009,-3.062465e-05
14.614182233810425,-105.0067,-8.00643e-06
14.863282442092896,-109.9919,-3.091385e-05
15.114558696746826,-110.0,-8.226665e-06
16.046831607818604,-114.988,-3.130744e-05
16.226566791534424,-119.9803,-3.036689e-05
16.47251009941101,-119.9875,-8.570511e-06
16.723564386367798,-124.9741,-3.200044e-05
16.969365119934082,-124.9826,-8.740391e-06
17.86288619041443,-129.9896,-3.251385e-05
18.044559717178345,-134.9817,-3.060629e-05
18.29081892967224,-134.992,-9.09379e-06
18.53941774368286,-139.9795,-3.302557e-05
18.78494620323181,-139.9833,-9.280343e-06
19.033559799194336,-144.9712,-3.339405e-05
19.962935209274292,-144.9765,-9.4216e-06
20.214262008666992,-149.9857,-3.367029e-05
20.391606330871582,-154.9812,-3.11125e-05
20.63916325569153,-154.9887,-9.75593e-06
