Num,Voltage,Ileak[nA],CCE[a.u.],CCE2[a.u.],MPV[mV],Noise[mV],Error mu,Error mean
0,-900.0,-1.079048e-06,2230.43328,2230.43328,715.52,2.3212931262074115,0.9430205087907677,0.9430205087907677
1,-800.0,-1.006047e-06,2204.0751822222223,2204.0751822222223,701.4,2.372085179491966,0.9753600459317605,0.9753600459317605
2,-700.0,-9.557101e-07,2214.910808888889,2214.910808888889,693.6,2.183731216219468,1.7041625424823743,1.7041625424823743
3,-600.0,-8.990756e-07,2260.848337777778,2260.848337777778,691.8,1.6998082535290362,1.2915647514546085,1.2915647514546085
4,-500.0,-8.642323e-07,2275.305724444445,2275.305724444445,679.84,1.6316301172466057,0.9099304518478343,0.9099304518478343
5,-400.0,-1.027499e-06,2270.8605155555556,2270.8605155555556,655.32,1.5223264197914526,0.9325021205337827,0.9325021205337827
6,-300.0,2.672042e-05,2254.3134044444446,2254.3134044444446,614.92,1.4773218845658804,0.8387427619955972,0.8387427619955972
7,-200.0,-9.455588e-07,2204.4512711111106,2204.4512711111106,528.48,1.4747702729661631,0.958234209366379,0.958234209366379
8,-175.0,-7.942497e-07,2139.0484088888893,2139.0484088888893,483.84,1.4320295706995805,0.9218992569689962,0.9218992569689962
9,-150.0,-7.616828e-07,1971.17184,1971.17184,427.44,1.4531583992577455,0.7937762384954571,0.7937762384954571
10,-125.0,-7.066919e-07,1728.7689066666667,1728.7689066666667,367.68,1.407240167451487,0.806494208782683,0.806494208782683
11,-100.0,-6.67312e-07,1432.5947733333335,1432.5947733333335,304.32,1.4677383963090969,0.7514213859080696,0.7514213859080696
12,-75.0,-6.222783e-07,1126.3205866666667,1126.3205866666667,239.56,1.4971408306056806,0.5932595357851416,0.5932595357851416
