Num,Voltage,Ileak[nA],CCE[a.u.],CCE2[a.u.],MPV[mV],Noise[mV],Error mu,Error mean
0,-900.0,-6.677103e-06,2711.845109994417,2711.845109994417,728.2412060301508,3.147577238457191,0.9815657303164438,0.9815657303164438
1,-850.0,-6.357259e-06,2610.492498045784,2610.492498045784,697.3266331658291,3.0647852915654346,1.0164241884383707,1.0164241884383707
2,-800.0,-6.138121e-06,2502.1418202121718,2502.1418202121718,667.7788944723618,3.0086255640442743,0.7978307933012726,0.7978307933012726
3,-750.0,-5.868988e-06,2372.116761585706,2372.116761585706,635.0954773869347,2.9307226738394907,0.9782420593624995,0.9782420593624995
4,-700.0,-5.641029e-06,2241.945299832496,2241.945299832496,602.3316582914573,2.935618274869304,0.7973691957729785,0.7973691957729785
5,-650.0,-5.430806e-06,2107.005784477946,2107.005784477946,569.9698492462312,2.994258971758827,0.7344130756689983,0.7344130756689983
6,-600.0,-5.206442e-06,1948.049831379118,1948.049831379118,533.4673366834171,2.9225588599943917,0.7780850072020721,0.7780850072020721
7,-550.0,-4.822711e-06,1794.3293176996094,1794.3293176996094,498.09045226130655,2.866028001168209,0.6979403308438785,0.6979403308438785
8,-500.0,-4.649578e-06,1630.6563037409264,1630.6563037409264,460.7437185929648,2.8307694065075157,0.7428169345614841,0.7428169345614841
9,-450.0,-4.332737e-06,1478.7429592406475,1478.7429592406475,424.24120603015075,2.804898820577089,0.6068672928320463,0.6068672928320463
10,-400.0,-4.006767e-06,1331.6697085427134,1331.6697085427134,386.45226130653265,2.7931849196076475,0.6396781770457619,0.6396781770457619
11,-350.0,-3.709152e-06,1184.0692350642098,1184.0692350642098,346.73366834170855,2.674005755277821,0.5763054033153788,0.5763054033153788
12,-300.0,-3.436349e-06,1033.6855120044668,1033.6855120044668,304.321608040201,2.7192466903774912,0.5385590833965116,0.5385590833965116
13,-250.0,-3.056725e-06,892.2303428252374,892.2303428252374,263.43718592964825,2.7229083864241628,0.5128223551928399,0.5128223551928399
14,-200.0,-2.684667e-06,740.1268029034059,740.1268029034059,217.64824120603015,2.7184817724287575,0.5096040497815714,0.5096040497815714
15,-150.0,-2.258485e-06,588.0047347850361,588.0047347850361,173.30653266331657,2.614255242156165,0.45244277934523475,0.45244277934523475
16,-100.0,-1.833992e-06,427.13058626465653,427.13058626465653,123.2964824120603,2.610177074924225,0.4924175932787945,0.4924175932787945
