Num,Voltage,Ileak[nA],CCE[a.u.],CCE2[a.u.],MPV[mV],Noise[mV],Error mu,Error mean
0,-900.0,-0.0001049913,1126.981494949495,1126.981494949495,399.19191919191917,2.1532931852055555,0.6425912015079573,0.6425912015079573
1,-850.0,-5.187991e-05,1062.9912355555557,1062.9912355555557,378.96,2.029991558700445,0.5362594715247487,0.5362594715247487
2,-800.0,-4.834215e-05,991.5130311111111,991.5130311111111,357.0,2.1701223268701346,0.545348728063065,0.545348728063065
3,-750.0,-4.488114e-05,919.567111111111,919.567111111111,333.64,2.2286633318905706,0.5047565623149413,0.5047565623149413
4,-700.0,-4.218833e-05,855.2244799999999,855.2244799999999,312.28,2.3007997643331666,0.5241265923419631,0.5241265923419631
5,-650.0,-3.917157e-05,791.0272177777777,791.0272177777777,291.96,2.3075714239310576,0.4692635933033788,0.4692635933033788
6,-600.0,-3.607311e-05,733.5781688888889,733.5781688888889,271.72,2.2573258077798903,0.42136805764082136,0.42136805764082136
7,-550.0,-3.352337e-05,675.1092266666665,675.1092266666665,251.12,2.2888615316595957,0.43895437940633536,0.43895437940633536
8,-500.0,-3.079427e-05,620.4797155555555,620.4797155555555,231.76,2.304664341806646,0.43999918545379246,0.43999918545379246
9,-450.0,-2.827073e-05,563.9107377777777,563.9107377777777,212.16,2.263864269804788,0.4411069566443048,0.4411069566443048
10,-400.0,-2.58269e-05,510.34190222222213,510.34190222222213,191.72,2.280922447142064,0.3673659755611565,0.3673659755611565
11,-350.0,-2.321691e-05,456.5825422222221,456.5825422222221,170.56,2.3204526591184482,0.4115854380320083,0.4115854380320083
12,-300.0,-2.106212e-05,399.20579555555554,399.20579555555554,151.44,2.343771404182099,0.4504049733295578,0.4504049733295578
13,-250.0,-1.843966e-05,342.85971555555557,342.85971555555557,128.52,2.33139537510516,0.44494248077700926,0.44494248077700926
14,-200.0,-1.603222e-05,285.7166933333333,285.7166933333333,108.76,2.291217628734168,0.40055360090754305,0.40055360090754305
15,-150.0,-1.331658e-05,226.75823999999994,226.75823999999994,87.8,2.2754311923481914,0.42587684229128925,0.42587684229128925
16,-100.0,-1.041695e-05,165.61564444444446,165.61564444444446,64.16,2.3256434128968735,0.4319792439458173,0.4319792439458173
