Num,Voltage,Ileak[nA],CCE[a.u.],CCE2[a.u.],MPV[mV],Noise[mV],Error mu,Error mean
0,-900.0,-9.558875e-08,2491.571902577778,2491.571902577778,785.6272000000001,3.5274758585596286,0.8409752299990716,0.8409752299990716
1,-850.0,-1.555982e-07,2486.6252238222223,2486.6252238222223,780.3368000000003,3.530218420678637,0.995629091660784,0.995629091660784
2,-800.0,-1.271688e-07,2438.014286577778,2438.014286577778,762.2952000000001,3.907463562103355,1.2879576933494092,1.2879576933494092
3,-750.0,-1.035802e-07,2379.8012632888895,2379.8012632888895,740.3728000000003,4.440995743957307,0.8670365407688894,0.8670365407688894
4,-700.0,-1.098881e-07,2388.673554488889,2388.673554488889,737.5728000000001,4.255649428604318,0.824456392787588,0.824456392787588
5,-650.0,-1.02692e-07,2392.9123790222225,2392.9123790222225,733.2328,4.1985943474571075,1.011893481698544,1.011893481698544
6,-600.0,-8.653974e-08,2489.553550577778,2489.553550577778,753.7272000000002,3.4087030064313795,2.302907201284496,2.302907201284496
7,-550.0,-9.446448e-08,2510.168317511111,2510.168317511111,751.3640000000003,3.2794736712639705,0.7761637728079792,0.7761637728079792
8,-500.0,-9.895472e-08,2496.9104,2496.9104,738.8944000000001,3.3561656216581452,0.8697007196163077,0.8697007196163077
9,-450.0,-9.043419e-08,2485.180276622222,2485.180276622222,725.3960000000001,3.4705395801948105,0.7720449265302606,0.7720449265302606
10,-400.0,-2.877441e-07,2481.8390528,2481.8390528,712.0072,3.477743404655126,0.9986749863768085,0.9986749863768085
11,-350.0,-4.1053e-08,2480.102013511111,2480.102013511111,696.1880000000002,3.4401931126128864,0.8484750467862213,0.8484750467862213
12,-300.0,-8.241845e-08,2425.1688259555553,2425.1688259555553,662.42,3.9110382794506626,1.7794529445506782,1.7794529445506782
13,-275.0,-8.564991e-08,2458.996202311111,2458.996202311111,659.5976,3.711588730566621,0.6759725036433911,0.6759725036433911
14,-250.0,-8.844223e-08,2453.8523264,2453.8523264,644.3080000000002,3.740803069193685,0.7577858257457181,0.7577858257457181
15,-225.0,-8.639885e-08,2517.6309873777777,2517.6309873777777,644.0496,3.313938014294724,0.8508600530915055,0.8508600530915055
16,-200.0,-8.038921e-08,2540.9903523555554,2540.9903523555554,629.5888,3.166700265877113,0.8289977340772885,0.8289977340772885
17,-175.0,-9.750018e-08,2554.5252056888894,2554.5252056888894,606.6064,3.125675277650189,0.8448450330997282,0.8448450330997282
18,-150.0,-8.585211e-08,2555.545095466667,2555.545095466667,575.5552,3.1844049092343076,0.818539967241967,0.818539967241967
19,-125.0,-7.658431e-08,2524.3849635555553,2524.3849635555553,528.5064000000001,3.3622212097817386,0.942724570785933,0.942724570785933
20,-100.0,-7.782845e-08,2474.1736049777783,2474.1736049777783,469.7096000000001,3.3142326723540045,0.7550412705189563,0.7550412705189563
21,-75.0,-8.404739e-08,2310.7849340444445,2310.7849340444445,383.416,3.4149011878653175,0.7967564269403274,0.7967564269403274
22,-50.0,-5.806415e-08,1849.2139093333337,1849.2139093333337,280.6416,3.4223765008803144,0.6883573166118852,0.6883573166118852
