Num,Voltage,Ileak[nA],CCE[a.u.],CCE2[a.u.],MPV[mV],Noise[mV],Error mu,Error mean
0,-900.0,-3.225955e-08,2518.069248711111,2518.069248711111,804.7504000000001,3.886071634563371,0.7620325753843349,0.7620325753843349
1,-850.0,-1.329531e-07,2512.573895466667,2512.573895466667,799.0920000000001,3.8716910402676628,0.8585019656121929,0.8585019656121929
2,-800.0,-1.152098e-07,2508.3628526222224,2508.3628526222224,793.0400000000002,3.901627738596759,0.8562727091246582,0.8562727091246582
3,-750.0,-9.594078e-08,2502.021780622222,2502.021780622222,786.3000000000002,3.874452994327628,0.7737296468355848,0.7737296468355848
4,-700.0,-9.437993e-08,2501.599639111111,2501.599639111111,780.5424000000002,3.8897252743638195,0.8288654012157113,0.8288654012157113
5,-650.0,-9.755212e-08,2495.6710126222224,2495.6710126222224,772.3928000000003,3.876870021254101,0.8570726997170792,0.8570726997170792
6,-600.0,-8.492255e-08,2491.905602488889,2491.905602488889,764.4992000000001,3.890334747273931,0.8522965815862921,0.8522965815862921
7,-550.0,-7.772331e-08,2490.4064721777777,2490.4064721777777,756.4952000000002,3.870195728718079,0.8628619492686442,0.8628619492686442
8,-500.0,-9.190214e-08,2487.2808014222223,2487.2808014222223,746.2264000000001,3.8991018637984505,0.762776302452246,0.762776302452246
9,-450.0,-8.797776e-08,2489.775402311111,2489.775402311111,735.7088000000002,3.8927341634814736,0.9536690655687251,0.9536690655687251
10,-400.0,-8.60601e-08,2490.3169436444446,2490.3169436444446,723.4024000000002,3.9526686676381573,0.8870502230752907,0.8870502230752907
11,-350.0,6.564846e-08,2490.6089095111115,2490.6089095111115,707.8168000000001,3.924721483856774,0.8608617315411341,0.8608617315411341
12,-300.0,5.134366e-08,2491.4183221333337,2491.4183221333337,687.8992000000002,3.9406256263807777,0.7890781446515452,0.7890781446515452
13,-275.0,-9.082086e-08,2491.5005888,2491.5005888,676.2776000000001,3.9555499237512977,0.9550644841599382,0.9550644841599382
14,-250.0,-8.498618e-08,2488.6942595555556,2488.6942595555556,661.5168000000001,3.9545134746058848,0.8930753166894705,0.8930753166894705
15,-225.0,-8.392394e-08,2486.277598933333,2486.277598933333,644.6032000000001,3.9900287009605453,0.833882252993743,0.833882252993743
16,-200.0,-1.028088e-07,2465.990307555556,2465.990307555556,619.0224000000001,4.150112622240986,0.9111921145927443,0.9111921145927443
17,-175.0,-9.657241e-08,2462.404227911111,2462.404227911111,592.4936,4.120423360770134,0.9074885731511978,0.9074885731511978
18,-150.0,-8.188186e-08,2459.7549528888885,2459.7549528888885,558.0888,4.242732589554655,0.9047733169794914,0.9047733169794914
19,-125.0,-7.454192e-08,2469.614213333333,2469.614213333333,517.288,4.122639257239631,0.9542261864566922,0.9542261864566922
20,-100.0,-6.61125e-08,2398.8009617777775,2398.8009617777775,453.528,4.1823187204240995,0.8553104132278597,0.8553104132278597
21,-75.0,-6.752827e-08,2247.1948739555555,2247.1948739555555,372.04720000000003,4.095018496145389,0.910983854958406,0.910983854958406
22,-50.0,-6.773967e-08,1765.9840263111116,1765.9840263111116,271.50480000000005,4.013831632518045,0.7432159489044359,0.7432159489044359
